2,174.76,158.08
4,174.76,158.08
5,174.76,158.08
6,174.76,158.08
8,174.76,158.08
10,174.76,158.08
11,174.76,158.08
13,174.76,158.08
15,174.76,158.08
16,174.76,158.08
18,174.76,158.08
20,174.76,158.08
21,174.76,158.08
24,174.76,158.08
25,174.76,158.08
27,174.76,158.08
30,174.76,158.08
31,174.76,158.08
33,174.76,158.08
35,174.76,158.08
36,174.76,158.08
38,175.11,158.08
40,175.11,158.08
41,175.11,158.08
44,175.11,158.08
45,175.11,158.08
46,175.11,158.08
49,174.76,158.08
50,174.76,158.08
52,174.76,158.08
54,175.11,158.08
55,175.11,158.08
57,175.11,158.08
59,175.11,158.08
60,175.11,158.08
62,175.11,158.08
64,175.11,158.08
65,175.11,158.08
67,175.11,158.08
69,174.76,158.08
72,174.76,158.08
73,175.11,158.08
75,175.11,158.08
77,175.11,158.08
79,175.11,158.08
80,175.11,158.08
82,175.11,158.08
84,175.11,158.08
85,175.11,158.08
87,175.11,158.08
89,175.11,158.08
90,175.11,158.08
92,175.11,158.08
94,175.11,158.08
96,175.11,158.08
97,175.11,158.08
99,175.11,158.08
101,175.11,158.08
102,175.11,158.08
104,175.11,158.08
106,175.11,158.08
108,175.11,158.08
110,175.11,158.08
111,175.11,158.08
113,175.11,158.08
116,175.11,158.08
118,175.11,158.08
120,175.11,158.08
121,175.11,158.08
123,175.11,158.08
125,175.11,158.08
127,175.11,158.08
129,175.11,158.08
131,175.11,158.08
132,175.11,158.08
134,175.11,158.08
136,175.11,158.08
137,174.76,158.08
140,174.76,158.08
141,174.76,158.08
143,175.11,158.08
145,175.11,158.08
147,175.11,158.08
149,175.11,158.08
150,175.11,158.08
152,175.11,158.08
154,175.11,158.08
156,175.11,158.08
159,175.11,158.08
161,175.11,158.08
162,175.11,158.08
164,175.11,158.08
166,175.11,158.08
167,175.11,158.08
170,174.76,158.08
171,174.76,158.08
173,175.11,158.08
175,175.11,158.08
177,175.11,158.08
179,175.11,158.08
180,175.11,158.08
182,175.11,158.08
184,175.11,158.08
186,175.11,158.08
187,175.11,158.08
189,175.11,158.08
191,175.11,158.08
193,175.11,158.08
195,175.11,158.08
196,175.11,158.08
200,175.11,158.08
201,175.11,158.08
203,175.11,158.08
205,175.11,158.08
207,175.11,158.08
208,175.11,158.08
210,175.11,158.08
212,175.11,158.08
214,174.76,158.08
216,174.76,158.08
217,174.76,158.08
219,175.11,158.08
221,175.11,158.08
223,175.11,158.08
225,175.11,158.08
226,175.11,158.08
229,175.11,158.08
230,175.11,158.08
232,175.11,158.08
234,175.11,158.08
236,175.11,158.08
237,175.46,158.08
239,175.46,158.08
241,175.46,158.08
244,175.11,158.08
246,175.11,158.08
247,175.11,158.08
250,175.46,158.08
251,175.46,158.08
253,175.46,158.08
255,175.46,158.08
256,175.46,158.08
259,175.46,158.08
260,175.46,158.08
262,175.46,158.08
264,175.46,158.08
266,175.46,158.08
267,175.46,158.08
269,175.11,158.08
271,175.11,158.08
272,175.46,158.08
275,175.46,158.08
276,175.46,158.08
279,175.46,158.08
280,175.46,158.08
282,175.46,158.08
284,175.46,158.08
286,175.46,158.08
288,175.46,158.08
290,175.46,158.08
292,175.46,158.08
294,175.81,158.08
295,175.81,158.08
297,175.81,158.08
299,175.81,158.08
301,175.81,158.08
302,175.81,158.08
305,175.81,158.08
306,175.81,158.08
309,175.81,158.08
310,175.81,158.08
312,175.81,158.08
314,175.46,158.08
315,175.46,158.08
317,175.46,158.08
319,175.81,158.08
321,175.81,158.08
322,175.81,158.08
325,175.81,158.08
326,175.81,158.08
329,175.81,158.08
331,175.81,158.08
333,175.81,158.08
335,175.81,158.08
336,175.81,158.08
338,175.81,158.08
340,175.81,158.08
342,175.81,158.08
344,175.81,158.08
345,175.81,158.08
347,175.81,158.08
349,175.81,158.08
351,175.81,158.08
352,175.81,158.08
354,175.81,158.08
356,175.81,158.08
358,175.81,158.08
360,175.81,158.08
361,175.81,158.08
363,175.81,158.08
365,175.81,158.08
367,175.81,158.08
369,175.46,158.08
371,175.46,158.08
373,175.46,158.08
375,175.46,158.08
377,175.46,158.08
379,175.46,158.08
381,175.46,158.08
382,175.46,158.08
384,175.46,158.08
386,175.46,158.08
388,175.46,158.08
390,175.46,158.08
391,175.46,158.08
393,175.46,158.08
395,175.46,158.08
397,175.46,158.08
399,175.46,158.08
400,175.46,158.08
402,175.46,158.08
404,175.46,158.08
406,175.46,158.08
407,175.46,158.08
409,175.46,158.08
411,175.46,158.08
414,175.11,158.08
416,175.11,158.08
417,175.11,158.08
420,175.46,158.08
421,175.46,158.08
423,175.46,158.08
425,174.76,158.08
427,174.76,158.08
429,175.11,158.08
430,175.11,158.08
432,175.11,158.08
434,174.76,158.08
436,174.76,158.08
437,174.76,158.08
440,175.11,158.08
441,175.11,158.08
444,174.76,158.08
445,174.76,158.08
447,174.76,158.08
449,174.76,158.08
451,174.76,158.08
452,174.76,158.08
454,174.76,158.08
457,174.76,158.08
459,175.11,158.08
461,175.11,158.08
462,175.11,158.08
464,174.40,158.08
466,174.40,158.08
468,174.40,158.08
470,174.05,158.08
471,174.05,158.08
473,174.40,158.08
475,174.40,158.08
477,174.40,158.08
479,174.05,158.08
481,174.05,158.08
482,174.05,158.08
484,174.05,158.08
486,174.05,158.08
488,174.05,158.08
490,174.05,158.08
491,174.05,158.08
494,173.70,158.08
495,173.70,158.08
497,173.70,158.08
500,173.35,158.08
502,173.35,158.08
503,173.35,158.08
505,173.35,158.08
507,173.35,158.08
509,173.35,158.08
511,173.35,158.08
512,173.35,158.08
514,173.35,158.08
516,173.35,158.08
518,173.35,158.08
520,173.00,158.08
521,173.00,158.08
523,172.64,158.08
525,172.64,158.08
527,172.64,158.08
529,172.64,158.08
531,172.64,158.08
532,172.64,158.08
534,172.64,158.08
536,172.64,158.08
537,172.29,158.08
540,172.29,158.08
542,172.29,158.08
544,171.94,158.08
546,171.94,158.08
548,171.94,158.08
550,172.29,158.08
551,172.29,158.08
553,171.94,158.08
555,171.94,158.08
557,171.94,158.08
559,171.59,158.08
561,171.59,158.08
562,171.59,158.08
564,171.59,158.08
566,171.59,158.08
568,171.59,158.08
570,171.24,158.08
571,171.24,158.08
574,170.88,158.08
575,170.88,158.08
577,170.88,158.08
579,170.88,158.08
581,170.88,158.08
582,170.88,158.08
585,170.53,158.08
587,170.53,158.08
588,170.18,158.08
591,170.18,158.08
592,170.18,158.08
594,169.83,158.08
596,169.83,158.08
598,169.83,158.08
600,169.83,158.08
602,169.83,158.08
603,169.48,158.08
605,169.48,158.08
607,169.48,158.08
609,169.12,158.08
611,169.12,158.08
612,169.12,158.08
615,168.77,158.08
616,168.77,158.08
618,168.42,158.08
620,168.42,158.08
621,168.42,158.08
624,168.42,158.08
625,168.42,158.08
628,168.42,158.08
630,167.72,158.08
632,167.72,158.08
633,167.36,158.08
636,167.36,158.08
637,167.36,158.08
639,167.01,158.08
641,167.01,158.08
643,167.01,158.08
645,166.66,158.08
646,166.66,158.08
648,166.31,158.08
650,166.31,158.08
652,166.31,158.08
654,165.61,158.08
656,165.61,158.08
657,165.61,158.08
659,165.61,158.08
661,165.61,158.08
663,165.25,158.08
665,165.25,158.08
666,165.25,158.08
670,164.90,158.08
671,164.90,158.08
673,164.90,158.08
675,164.55,158.08
677,164.55,158.08
678,163.85,158.08
680,163.85,158.08
682,163.85,158.08
684,163.49,158.08
686,163.49,158.08
687,163.49,158.08
690,162.79,158.08
691,162.79,158.08
693,162.79,158.08
695,162.44,158.08
697,162.44,158.08
699,161.73,158.08
700,161.73,158.08
702,161.73,158.08
704,161.38,158.08
706,161.38,158.08
707,161.38,158.08
710,160.68,158.08
712,160.68,158.08
714,160.33,158.08
716,160.33,158.08
718,160.33,158.08
720,159.62,158.08
721,159.62,158.08
723,159.62,158.08
725,158.92,158.08
727,158.92,158.08
729,158.57,158.08
731,158.57,158.08
732,158.57,158.08
734,157.86,158.08
736,157.86,158.08
738,157.86,158.08
740,157.16,158.08
741,157.16,158.08
744,156.46,158.08
745,156.46,158.08
747,156.46,158.08
749,155.75,158.08
751,155.75,158.08
752,155.75,158.08
756,155.05,158.08
757,155.05,158.08
759,154.34,158.08
761,154.34,158.08
762,154.34,158.08
765,153.64,158.08
766,153.64,158.08
768,153.64,158.08
770,153.29,158.08
772,153.29,158.08
773,151.88,158.08
776,151.88,158.08
777,151.88,158.08
779,151.18,158.08
781,151.18,158.08
783,151.18,158.08
785,150.12,158.08
786,150.12,158.08
788,149.42,158.08
790,149.42,158.08
792,149.42,158.08
794,148.36,158.08
796,148.36,158.08
798,148.36,158.08
800,147.31,158.08
802,147.31,158.08
804,146.60,158.08
806,146.60,158.08
807,146.60,158.08
810,145.19,158.08
811,145.19,158.08
813,145.19,158.08
815,144.14,158.08
817,144.14,158.08
818,143.43,158.08
820,143.43,158.08
822,143.43,158.08
824,142.03,158.08
826,142.03,158.08
827,142.03,158.08
830,140.97,158.08
831,140.97,158.08
833,139.92,158.08
835,139.92,158.08
836,139.92,158.08
840,138.51,158.08
841,138.51,158.08
843,138.51,158.08
845,137.45,158.08
847,137.45,158.08
848,137.45,158.30
850,136.04,158.30
852,136.04,158.30
854,134.99,158.30
856,134.99,158.30
857,134.99,158.30
859,133.58,158.30
861,133.58,158.30
863,133.58,158.30
865,132.17,158.30
866,132.17,158.30
868,130.77,158.30
870,130.77,158.30
872,130.77,158.30
874,129.36,158.30
875,129.36,158.30
877,129.36,158.30
879,127.60,158.30
881,127.60,158.30
883,127.60,158.30
886,126.19,158.30
887,126.19,158.30
889,124.43,158.30
891,124.43,158.30
893,124.43,158.30
895,123.02,158.30
896,123.02,158.30
898,123.02,158.30
900,121.26,158.30
902,121.26,158.30
903,119.50,158.30
905,119.50,158.30
907,119.50,158.30
909,117.74,158.30
911,117.74,158.30
912,117.74,158.30
915,115.63,158.30
916,115.63,158.30
918,113.87,158.30
920,113.87,158.30
922,113.87,158.30
924,111.76,158.30
927,111.76,158.30
928,111.76,158.30
930,110.00,158.30
932,110.00,158.30
933,107.89,158.30
936,107.89,158.30
937,107.89,158.30
939,106.13,158.30
941,106.13,158.30
942,106.13,158.30
